0x000003F7,amr
0x0291FB31,Sharkies Bites T-Shirt
0x02925D6B,Broker Gray Shades
0x0294890A,~a~ ~s~has collected Bull Shark Testosterone.
0x0294C3CB,Your Terrorbyte is not empty.
0x02950007,Mother Plucker
0x02A2427E,We're now stocking the Combat Pistol. Available in a range of colors  we also have a supply of the following accessories: Extended magazines  Suppressors  and Flashlights.~n~ We're pleased to offer our customers the AP Pistol. Available in a range of colors  we also have a supply of the following accessories:Extended magazines  Suppressors  and Flashlights.~n~ We are proud to offer our loyal customers the Heavy Sniper rifle. Available in a range of colors and with two choices of scope  there is an option to suit all budgets.
0x02A28CE1,Capture 4
0x02A2BD94,Leave buzzer
0x02A2DDBC,Press ~INPUT_CONTEXT~ to leave the Parking Garage.
0x02A30347,Collect DJ
0x02A39904,Adversary
0x02A3D0F9,Are you sure you want to quit the finale?
0x02A4BED5,NIGHTMARE TOPS
0x02A57BBF,Follow the storm drain north to the sewer entrance ~HUD_COLOUR_YELLOW~~BLIP_OBJECTIVE~~s~.
0x02A6CC59,Ash T-Shirt
0x02A7D4A4,Exit Type
0x02A86853,Change the look of your Handlebars.
0x02A9DEBF,Change into a ~HUD_COLOUR_GREEN~valet outfit.~s~
0x02ABB9D1,Turnt Mood
0x02AC14A7,Haulage
0x02AC16CD,Seashark
0x02AC1853,Farthest stoppie
0x02AF85A6,~a~
0x02B018E2,Quit
0x02B06F1F,Brushstroke Tactical
0x02B349A0,You equipped the Ballistic Armor and Minigun.
0x02B37E15,Once you inside first thing is to track down that safe.
0x02B638F6,Strombergs
0x02B73ADD,Press ~INPUT_ATTACK~ to dismiss Chop.~n~Press ~INPUT_JUMP~ to make Chop hunt for pickups.~n~Press ~INPUT_COVER~ to make Chop sit.~n~Press ~INPUT_RELOAD~ to make Chop give paw.~n~Press ~INPUT_CONTEXT~ to make Chop beg.~n~Press ~INPUT_ENTER~ to pet Chop.~n~
0x02B8101A,Toggle available sound-effects to play at this time.
0x02B8CF01,Select your Dad's Mother.
0x02B95FCD,The Doe
0x02B9A2F3,Akula
0x02B9AAB0,Power Ups
0x02B9DFD8,Mirror Park Boulevard
0x02BB58DD,Hold ~INPUT_VEH_EXIT~ to respawn in the Cargobob.
0x02BC5480,Join a public session to purchase a Business.
0x02BD9C74,Beast
0x02BE1FA1,F7
0x02C04594,Cabernet Red
0x02C09629,Favorite Bike
0x02C0CA76,Perro Bronze
0x02C0F2DE,LSPD T-Shirt Mask
0x02C1CBC9,Drive Thru
0x02C39822,Collect The Black Madonna from the rave
0x02C3AA8B,Access the laptop in your Bunker ~BLIP_PROPERTY_BUNKER~ to purchase the Security upgrade for your Business.
0x02C4730C,Welcome to Los Santos
0x02C766E3,Total
0x02C8404A,INVITE LOCAL PLAYERS
0x02C87286,Join a Quickmatch with me.
0x02C95F8B,Run Faster
0x02C9EF69,Pack Man
0x02CA14EF,Your custom choice of Jobs is currently shown. You will only see those that have been set to Show in this menu.
0x02CB1096,You can't enter the Arcade while selling goods from another business.
0x02CD2C01,Snowy weather.
0x02CE3F07,Rockstar Game Services have corrected your GTA Dollars by ~a~.
0x02CF1C3F,Time Trials cannot be started while you are a bounty target.
0x02CFC7D8,You cannot change your character's appearance while on a Job.
0x02D1592B,~r~The cops scared off the other racers.
0x02D1A620,SUVs
0x02D2AFF3,Photos taken of dead gang members ~1~/~1~
0x02D3EEB1,Slate Sports Coat
0x02D614C7,~r~~a~ was scared.
0x02DB0479,~a~~s~ have started Plowed. Destroy the Phantom Wedge ~HUD_COLOUR_RED~~BLIP_EX_VECH_1~~s~ to earn cash and RP.
0x02DD2B59,Use biker melee on the marked vehicle ~HUD_COLOUR_RED~~BLIP_BELLY_OF_THE_BEAST~~s~ while on a motorcycle to earn bonus points.
0x02DDE0C6,You're not going to want to pass this opportunity up. Get yourself to the foreclosures site and buy a facility.
0x02DF2E10,Broker White Shorts
0x02E19879,Tipper
0x02E46E4C,~1~:~1~s
0x02E4AE01,Over 1 million people have taken the course. And they're satisfied. More importantly  satisfaction is an interpretation  and therefore unreliable as decision-making tool or a binding legal term.~n~~n~Are you sure you're not transferring skepticism from other areas of your life? Is that holding you back from utilizing your completeness? Egos resist change. To discover the divine within  you must first surrender.
0x02E5FD2D,The vehicle you entered with will be lost if you don't choose a vehicle to replace  are you sure you wish to continue?
0x02E87D34,Spectate
0x02E8AF08,NEWS STORY OF THE DAY
0x02E9FCF1,Blue Sequin
0x02EBC2F9,Motorcycles ~HUD_COLOUR_BLUE~~BLIP_GANG_BIKE~~s~ are available at several locations.
0x02EBFCE1,Get into the ~b~van.~s~
0x02EC4922,You collected 1 checkpoint for a total of $~1~.
0x02EC5FD7,Analysts ~1~
0x02EC685B,NIGHTMARE MODS
0x02EE0329,Create
0x02EE3D29,Help deliver the vinyl to the ~HUD_COLOUR_YELLOW~Nightclub Garage.~s~
0x02EFFD32,This Deathmatch is not joinable.
0x02F06677,Gun Towers ~HUD_COLOUR_YELLOW~~BLIP_ARENA_TURRET~~s~ are now online  drive under a tower for the chance to use machine guns  homing missiles or piloted missile.
0x02F08B29,Golf
0x02F1DA7A,Martin
0x02F1F006,VEHICLE
0x02F26512,WorldWide FM T-Shirt
0x02F333FB,Garage: Weazel Plaza 26
0x02F51032,SquareSquareSquare III
0x02F6C0B3,AMMU-NATION
0x02F85CFB,Flapper Bob
0x02FBAED5,Kifflom Brother ~n~~n~The higher beings now require these vehicles:~a~ ~a~ ~a~ ~a~ ~n~The color is of no consequence.  We will judge you in many ways but none so superficial. ~n~~n~Kraff be praised!
0x02FC4B38,Palomino Highlands
0x02FDABE5,Find and send pictures of the following Casino security features to Lester:~n~- Diamond Security Guard ~n~- Door Keypad ~n~- Security Camera
0x02FF91B2,Access the Casino's security system and identify what is being held in the vault.
0x03014DA9,Like
0x030187D9,Destroy the ~a~.
0x03069CDD,Disables the lights inside the Casino.
0x03076FC0,Your speedo has been returned to the club. It's good to go if you want to sell again. T xx
0x03088690,The selected slot contains "~a~" saved on ~a~. Do you want to delete the save game data in this slot?
0x0308BA68,Place a crosshair on a Rival for your gang member to see.
0x03094ED9,You have Job invites available. Open the Job List to accept.
0x030A0E24,Jobs can only be triggered on foot.
0x030FC1A5,I find it difficult to trust people who don't look like me.
0x03112C6E,SIGHTSEER
0x0312DEDA,Request a Rancher XL.
0x031363EE,Press ~INPUT_FRONTEND_ACCEPT~ to access the Nightclub Management app.~n~Press ~INPUT_FRONTEND_X~ to watch DJ live stream.~n~Press ~INPUT_SCRIPT_RRIGHT~ to stand up.
0x03138581,~s~~a~~s~ has revealed all other players for 1 minute for $~1~.
0x0314F35A,40 kills
0x031CDBCF,1 Bottle! ~n~You win ~1~ Chips.
0x031D223C,crate
0x0321F273,Pick up the ~HUD_COLOUR_BLUE~delivery vehicle~s~ with a Cargobob.
0x0324862C,Murky Plaid Cheap Suit
0x032587A8,Go to warstock-cache-and-carry.com to purchase a range of new and exclusive SecuroServ Special Vehicles.
0x03272464,Painted Light Surround
0x03273E37,Hurry.
0x032800BF,Lamar Down
0x0328022F,Ill-Gotten Gains Update Part 1
0x0328C486,Captures (From Rank 8)
0x03297A29,Your Bookmark was deleted.
0x0329954B,Drunk
0x0329F310,Picnic Plaid Shirt
0x032A17EE,Select to choose your parents.
0x032A6404,You don't have enough money to buy this business.
0x032DF855,Brown Snakeskin Slip-Ons
0x03309E12,Motor Wars
0x0330CB5C,Wait for your team to recover a security pass.
0x033100CD,Chop
0x0333F358,Defense settings are disabled during missions.
0x03349158,Purchase the Gun Turret for the Avenger at www.warstock-cache-and-carry.com to access turrets.
0x0335316A,Complete The Champion platinum Award. ~n~Win 50 Races.
0x03378BB0,Roulette 8
0x03380683,Standard capacity for SMG.
0x03385A96,A new Arena War mode is now available to play in the Arena Series ~HUD_COLOUR_PINKLIGHT~~BLIP_ARENA_SERIES~
0x033A4363,Account balance
0x033A8072,20 minutes
0x033BD9DC,Camera placed to rear.
0x033CC6B0,Pastel Plaid Bermudas
0x033D5CCB,Return the Weapons to the ~y~Bunker.
0x033E5EC2,~a~
0x033F8FD3,Side Steps
0x0343E85F,Cheat already active.
0x0347370B,Follow the ~a~~s~ to a quiet spot.
0x0348448C,We cannot deliver this vehicle to you as it will not fit in your hangar.
0x03486857,15 Seconds
0x03493F81,I'm feeling much more sold on this now. Great looking rack.
0x034C5DB8,~1~rd
0x034CF8B0,Hornet Sports Shades
0x034E8AF6,Sort by Price
0x0350CEDC,Press ~INPUT_CONTEXT~ to serve drinks.
0x03512B9A,Military Hardware
0x03541E6D,Signed BJ Smith
0x03557E1E,Defend the ~HUD_COLOUR_BLUE~Castle area.
0x035766B8,NO RULE
0x0358914B,Ponytail Blonde
0x0358F68E,Breathe Deep
0x035902C4,Friends: Strip Club Visit
0x035C03DD,Rocket Splash T-Shirt set
0x035C3D31,Lobby
0x035CC82A,Partying
0x035D6F03,It's no shock that a country in which a man has no qualms about dressing in a canary-yellow thong would know how to produce vehicles that get you noticed. The Carbonizzare is the ultimate sports car for the millionaire who wants people to know that they're a millionaire.
0x035EDCDF,Press ~INPUT_CONTEXT~ to play Angel and the Knight.
0x035FF4C7,Purchase Insurance for your vehicle.
0x03602FC5,Weapons have been locked to the one specified.
0x0360896F,Green Kicks
0x03611D5F,Oh No! Black
0x0361A4C6,Hold ~INPUT_SCRIPT_RDOWN~ to fast-rope down.
0x0364D5AA,Your Special Cargo shipment has been fitted with a tracker and can be found at ~HUD_COLOUR_YELLOW~~BLIP_CONTRABAND~~HUD_COLOUR_WHITE~. Collect the shipment and take it back to your Warehouse.
0x036B5BE9,~a~ were stolen and taken to a Scrapyard
0x036C88AC,Help your passengers use the silenced Heavy Sniper Mk II with Thermal Scope to find and eliminate the enemies without attracting attention.
0x036EF78C,Happy holidays from Rockstar  have these gifts on us:~n~1 x ~a~~n~1 x Firework Launcher~n~10 x Fireworks~n~1 x Bahama Mamas T-Shirt
0x036FFFA1,FRIENDS
0x0370005D,White T-Shirt
0x0370DE72,You can't enter this Hangar while resupplying another business.
0x0374B375,There currently isn't anyone in this session to invite.
0x0376A37F,This is a Weed Farm - you can raid it and steal their takings.
0x03798524,Are you sure you'd like to sell your Special Cargo from this Warehouse?
0x037B6C39,They're holding our goods on some kind of yacht. The shipment is wrapped up tight  so don't worry about damage. I say go in aggressively and salvage from the wreckage.
0x037D5962,Bullpup Rifle kills
0x037F98F5,4 new items
0x0380C8F6,High-End Clothes
0x0380D265,~a~ ~a~
0x038317C5,@SolomonRichards The industry might have changed but one thing remains the same: actors
0x03850F60,Hooker Hire
0x03875F98,Royal Six
0x0388086F,You can't access this Clubhouse whilst wearing the Ballistic Equipment.
0x03885886,The ~a~ does not have the capacity remaining for a Large shipment of Special Cargo.
0x03895813,LC Penetrators Racerback
0x03897599,DETAILS
0x038A7744,Become the warzone: purchase a Mobile Operations Center today from ~b~<u>www.warstock-cache-and-carry.com</u>~w~~s~.
0x038ACC15,What's the hold up? Get the staff and "borrow" the speaker system from those Ritual Sacrificer poseurs. The details are on the computer in the club... take a look and let's get Maisonette Los Santos going! T xx
0x038BA52F,Green Army Cap
0x038BC0AF,Stay alive to win
0x038E6913,No Arena War
0x0392C457,Playlists
0x039451A9,Hold ~INPUT_VEH_EXIT~ to enter the back seat of the vehicle.
0x03950434,This Mobile Operation is currently unavailable.
0x0395492E,Broker Charcoal Shades
0x039720F2,Name
0x0399771D,Black Ankle Boots
0x0399AC9D,ELITE CHALLENGE COMPLETE
0x039A4459,You are too close to your Garage.
0x03A07436,@hughjj_loptop You look really beautiful at the office today @marycampion. Hope that doesn't sound creepy :)
0x03A23B4D,Your Yacht is not equipped with a helicopter.
0x03A3B0A1,Cosmo
0x03A48F2F,Sign up to the Rockstar Games Social Club to get access to the Double-Action Revolver Headshot Challenge. Beating this challenge will unlock a GTA$ reward and an exclusive variation of the weapon in Red Dead Redemption 2. Sign up now at socialclub.rockstargames.com and link your account.
0x03A64C38,Choose a design to suit your style and budget.
0x03A8AB1C,Hot Eyes
0x03A97B3B,Narcotics
0x03A98B34,~BLIP_TEMP_4~
0x03AAF04F,You delivered an antique.
0x03AAFAD2,Buy Special Cargo
0x03ADFD91,You delivered a Weapon Shipment. The Insurgent has been locked and secured.
0x03AF8F96,Delivery Confirmation
0x03AFE1AD,Defend Business
0x03B3A40C,Purchasing Arcades unlocks from Rank 5.
0x03B477D6,Turn on Passive Mode to prevent damage between you and other players.
0x03B4B882,The Job failed to download  please try again.
0x03B72191,Spawn Stretch Limo.
0x03B9A1E2,Sculpture by Brylee Innes
0x03B9DF52,Red Long Gloves
0x03C0ED67,In Hold take packages from around the map or enemy bases and store them at your base.
0x03C2A3D1,Rancho Clubhouse
0x03C2A806,Black
0x03C3308C,Carrier Bonus +~1~RP
0x03C36DB2,Please note: any arcade games you purchase will appear after Casino Scoping has been completed.
0x03C502E0,The morgue staff will become alerted if you stay in their cones of vision for too long or if they spot you with a weapon equipped.
0x03C508EC,Cargo in Storage:~n~- ~a~ x~1~~n~- ~a~ x~1~
0x03C52796,You a master hunter like ol Cletus now boy!  $~1~ for all your hard work.
0x03C59073,You can't participate in this event while Passive Mode is enabled.
0x03C61AA1,Recover the ~a~.
0x03C94494,Replay Heist
0x03C94F38,Are you sure you want to request Karin Technical?
0x03CA3419,Garage East Los Santos
0x03CC660C,~a~ collected a getaway vehicle.
0x03CCEFEB,Green Biker Suit
0x03CD171D,The ~a~ were stolen and delivered to a rival Facility
0x03CD3610,Blue Striped V Neck
0x03CF5CBF,Game Tip
0x03D0DCD1,There are inputs that are currently unbound or conflict.
0x03D10B59,Purple Sports Shoes
0x03D233F2,Paleto Score Setup
0x03D4430E,Your vehicle was wrecked before completing the objective
0x03D50D4D,Small Crew Emblem
0x03D836E8,Crew Emblem
0x03D8DDC6,Press ~INPUT_CONTEXT~ to buzz the Penthouse.
0x03DA637E,~a~ ~s~are moving an Air-Freight Shipment.
0x03DB5902,Hazel
0x03DB5BB6,PERSONAL VEHICLE
0x03DF81FB,Press ~INPUT_FRONTEND_X~ to drink.~n~Press ~INPUT_SCRIPT_RRIGHT~ to stand up.
0x03E036C8,You are unable to sprint while wearing the Heavy Utility Vest during a Heist. However you also have increased protection from damage.
0x03E1F411,Biker Deathmatch
0x03E30BFF,You delivered the trailer.
0x03E35C3D,You currently have required inputs that are unbound. All changes will be lost if you leave this page.~n~Are you sure you want to continue?
0x03E49F13,Brown Wingtips
0x03E5F6B8,Youga
0x03E6CD11,Shooting Range - Target Grid ~a~
0x03E82C28,When it comes to luxury private jets  this is the cream of the crop. With a Luxor you're joining an elite club of all the best kind of people: super-rich celebrities  businessmen and African dictators. Internet entrepreneur Tony McTony owns one in red with a huge yellow M on the side  custom-fitted with chandeliers  gold toilets  seal-skin waterbeds  DJ booth  marble statue of himself  dogfighting ring  bottom-less flight attendants  and a margarita machine in the cockpit.
0x03EA4B1A,Elysian Island
0x03ECD7AE,Unlock this vehicle by completing the Series A Finale and then purchase it from Warstock Cache & Carry website.
0x03F194AA,Black OG Top
0x03F2D196,CHAR_STRIPPER_SAPPHIRE
0x03F2FABF,Feathered
0x03F366D8,SELECT VEHICLES
0x03F3A8F0,Garage 6
0x03F400E6,Your CEO left the session
0x03F51827,~a~ ~s~destroyed the Armored Boxville
0x03F53C37,Fireball Track Jacket
0x03F8B4BD,~HUD_COLOUR_WHITE~You popped ~a~.
0x03F99BEA,Upload Complete
0x03FB7BE8,16th
0x03FD73CC,Cash is king in this town. Solve your money problem and help get what you want across Los Santos and Blaine County with the occasional purchase of Shark Cards for Grand Theft Auto Online. All purchased cash is automatically deposited into your character's bank account. Spend wisely  cash therapy is fleeting.
0x03FE7145,The Bird
0x04014BC0,A video upload is already in progress.~n~Would you like to cancel the current upload and upload this video to YouTube?~n~Your YouTube Upload Status is set to Unlisted. You can change this status via Settings/Rockstar Editor.
0x04033CF5,~a~~s~  ~a~~s~ and ~a~~s~ have delivered ~a~ to ~a~.
0x04041DBF,Equipment
0x0404562B,Meteor Street Apartments
0x04046EC6,You will need a motorcycle with two seats to pick up the contact.
0x0404EC28,Cycle between the helmets you have purchased. You can also set one as your default Bike Helmet for auto equipping on motorcycles if not already wearing one. Some helmets will be blocked with your current hairstyle.
